,X,y
162,но если несомненно верно что понятие отлично от бытия то бог еще более отличен от ста талеров и других конечных вещей в том и состоит дефиниция конечных вещей что в них понятие и бытие различны понятие и реальность душа и тело отделимы друг от друга и потому преходящи и смертны напротив абстрактная дефиниция бога состоит именно в том что его понятие и его бытие нераздельны и неотделимы истинная критика категорий и разума заключается как раз в том чтобы сделать познание этого различия ясным и удерживать его от применения к богу определений и соотношений конечного,0
163,примечание неудовлетворительность выражения единство тождество бытия и ничто следует еще указать и на другую причину усиливающую неприязнь к положению о бытии и ничто эта причина то что вывод вытекающий из рассмотрения бытия и ничто несовершенно выражен в положении бытие и ничто одно и то же ударение падает преимущественно на одно и то же как и вообще в суждении поскольку в нем лишь предикат высказывает что представляет собой субъект суждения,0
164,поэтому кажется будто смысл вывода в отрицании различия которое однако в то же время непосредственно имеется в положении ибо оно высказывает оба определения бытие и ничто и содержит их как различные и не в том смысл этого положения что следует от них абстрагироваться и удерживать лишь единство подобный смысл сам обнаруживал бы свою односторонность так как то от чего якобы должно отвлекаться все же имеется и названо в положении,0
165,итак поскольку положение бытие и ничто одно и то же высказывает тождество этих определений но на самом деле также содержит эти два определения как различные постольку оно противоречиво в самом себе и разлагает себя если выразиться более точно то здесь дано положение которое как обнаруживается при более тщательном рассмотрении устремлено к тому чтобы заставить само себя исчезнуть но тем самым в нем самом совершается то что должно составить его настоящее содержание а именно становление,0
166,рассматриваемое нами положение таким образом содержит вывод оно в самом себе есть этот вывод но здесь мы должны обратить внимание на следующий недостаток сам вывод не выражен в положении только внешняя рефлексия познает его в нем по этому поводу следует уже в самом начале сделать общее замечание что положение в форме суждения не пригодно для выражения спекулятивных истин,0
167,знакомство с этим обстоятельством могло бы устранить многие недоразумения относительно спекулятивных истин суждение есть отношение тождества между субъектом и предикатом при этом абстрагируются от того что у субъекта еще многие другие определенности чем те которыми обладает предикат и от того что предикат шире субъекта но если содержание спекулятивно то и нетождественное в субъекте и предикате составляет существенный момент однако в суждении это не выражено,0
168,парадоксальный и странный свет в котором не освоившимся со спекулятивным мышлением представляются многие положения новейшей философии часто зависит от формы простого суждения когда она применяется для выражения спекулятивных выводов чтобы выразить спекулятивную истину указанный недостаток устраняют прежде всего тем что к положению прибавляют противоположное положение бытие и ничто не одно и то же каковое положение также было высказано выше но тогда возникает еще другой недостаток а именно эти положения не связаны между собой и стало быть излагают содержание лишь в антиномии между тем как их содержание касается одного и того же и определения выраженные в этих двух положениях должны быть безусловно соединены получится соединение которое может быть высказано лишь как некое беспокойство несовместимых друг с другом определений как некое движение,0
169,самая обычная несправедливость совершаемая по отношению к спекулятивному содержанию заключается в том что его делают односторонним т е выпячивают лишь одно из положений на которые оно может быть разложено нельзя в таком случае отрицать что это положение действительно утверждается но насколько правильно то что в нем указывается настолько же оно и ложно ибо раз из области спекулятивного берут одно положение то следовало бы по меньшей мере точно так же обратить внимание и на другое положение и указать его при этом нужно еще особо отметить так сказать злополучное слово единство,0
170,единство еще в большей мере чем тождество обозначает субъективную рефлексию оно берется главным образом как соотношение получающееся из сравнивания из внешней рефлексии поскольку последняя находит в двух разных предметах одно и то же единство имеется таким образом что при этом предполагается полное безразличие самих сравниваемых предметов к этому единству так что это сравнивание и единство вовсе не касаются самих предметов и суть некое внешнее для них действование и определение,0
171,единство выражает поэтому совершенно абстрактное одно и то же и звучит тем резче и более странно чем больше те предметы о которых оно высказывается являют себя просто различными постольку было бы поэтому лучше вместо единства говорить лишь нераздельность и неразделимость но эти слова не выражают того что есть утвердительного в соотношении целого таким образом полный истинный результат выявившийся здесь это становление которое не есть лишь одностороннее или абстрактное единство бытия и ничто,0
172,становление состоит в следующем движении чистое бытие непосредственно и просто оно поэтому в такой же мере есть чистое ничто различие между ними есть но в такой же мере снимает себя и не есть результат следовательно утверждает также и различие между бытием и ничто но как такое различие которое только предполагается gemeinten предполагают что бытие есть скорее всецело иное чем ничто и ничего нет яснее того что они абсолютно различны и кажется ничего нет легче чем указать их различие,0
173,но столь же легко убедиться в том что это невозможно что это различие невыразимо пусть те кто настаивает на различии между бытием и ничто возьмут на себя труд указать в чем оно состоит besteht если бы бытие и ничто различала какаянибудь определенность то они как мы уже говорили были бы определенным бытием и определенным ничто а не чистым бытием и чистым ничто каковы они еще здесь,0
174,поэтому различие между ними совершенно пусто каждое из них в равной мере есть неопределенное это различие имеется поэтому не в них самих а лишь в чемто третьем в предполагании meinen однако предполагание есть форма субъективного которое не имеет касательства к этому изложению,0
175,но третье в котором имеют свое существование бытие и ничто должно иметь место и здесь и оно действительно имело здесь место это становление в нем они имеются как различные становление имеется лишь постольку поскольку они различны это третье есть нечто иное чем они,0
176,они существуют лишь в ином это также означает что они не существуют особо fur sich становление есть устойчивое наличие бытия в той же мере что и существование небытия иначе говоря их устойчивое наличие есть лишь их бытие в одном именно это их устойчивое наличие bestehen и есть то что также снимает их различие,0
177,требование указать различие между бытием и ничто заключает в себе и требование сказать что же такое бытие и что такое ничто пусть те кто отказывается признать что и бытие и ничто есть лишь переход одного в другое и утверждает о бытии и ничто то и се пусть они укажут о чем они говорят т е пусть дадут дефиницию бытия и ничто и пусть докажут что она правильна без удовлетворения этого первого требования старой науки логические правила которой они в других случаях признают и применяют все их утверждения о бытии и ничто не более как заверения лишенные научной значимости,0
178,если например раньше говорили что существование поскольку прежде всего его считают равнозначным бытию есть дополнение к возможности то этим предполагается другое определение возможность и бытие выражено не в своей непосредственности и даже не как нечто самостоятельное а как обусловленное для обозначения опосредствованного бытия мы сохраним выражение существование existenz правда люди представляют себе бытие скажем прибегая к образу чистого света как ясность непомутненного видения а ничто как чистую ночь и связывают их различие с этой хорошо знакомой чувственной разницей,0
179,однако на самом деле если точнее представить себе и это видение то легко заметить что в абсолютной ясности мы столько же много и столь же мало видим как и в абсолютной тьме что и то и другое видение есть чистое видение т е ничегоневидение чистый свет и чистая тьма это две пустоты которые суть одно и то же лишь в определенном свете а свет определяется тьмой следовательно в помутненном свете и точно так же лишь в определенной тьме а тьма определяется светом в освещенной тьме можно чтото различать так как лишь помутненный свет и освещенная тьма имеют различие в самих себе и следовательно суть определенное бытие наличное бытие,0
180,примечание изолирование этих абстракций единство моменты которого бытие и ничто даны как неразделимые в то же время отлично от них самих и таким образом есть в отношении их некое третье которое в своей самой характерной форме есть становление переход есть то же что и становление с той лишь разницей что оба момента от одного из которых совершается переход к другому в становлении представляют себе скорее как находящиеся в покое друг вне друга а переход как совершающийся между ними где бы и как бы ни шла речь о бытии или ничто непременно должно наличествовать это третье ведь бытие и ничто существуют не сами по себе а лишь в становлении в этом третьем,0
181,но это третье имеет многоразличные эмпирические образы которые абстракция оставляет в стороне или которыми она пренебрегает чтобы фиксировать каждый из ее продуктов бытие и ничто особо и показать их защищенными от перехода в противовес такому простому способу абстрагирования следует столь же просто сослаться лишь на эмпирическое существование в котором сама эта абстракция есть лишь нечто обладает наличным бытием или же фиксировать разделение неразделимых должны другие формы рефлексии,0
182,в таком определении само по себе имеется его противоположность так что и не восходя к природе вещей и не апеллируй к ней можно изобличить это определение рефлексии в нем самом беря его так как оно само себя дает и в нем самом обнаруживая его иное было бы тщетно стараться как бы схватить все извороты все неожиданные мысли рефлексии и ее рассуждения чтобы лишить ее возможности пользоваться теми лазейками и увертками при помощи которых она скрывает от себя свое противоречие с самой собой поэтому я и отказываюсь принимать во внимание те многочисленные так называющие себя возражения и опровержения которые приводились против того взгляда что ни бытие ни ничто не есть нечто истинное а что их истина это только становление,0
183,культура мысли требующаяся для того чтобы усмотреть ничтожность этих опровержений или вернее чтобы отогнать от самого себя такие неожиданные мысли достигается лишь благодаря критическому познанию форм рассудка но те кто щедрее всего на подобного рода возражения сразу нападают со своими соображениями на первые положения не давая себе труда до или после этого путем дальнейшего изучения логики помочь себе осознать природу этих плоских соображений здесь следует рассмотреть некоторые явления возникающие от того что изолируют друг от друга бытие и ничто и полагают одно вне сферы другого так что тем самым отрицается переход,0
184,парменид признавал только бытие и был как нельзя более последователен говоря в то же время о ничто что его вовсе нет имеется лишь бытие бытие взятое совершенно отдельно есть неопределенное следовательно никак не соотносится с иным поэтому кажется что исходя из этого начала а именно из самого бытия нельзя двигаться дальше что для того чтобы двинуться дальше надо присоединить к нему извне нечто чуждое дальнейшее движение выражаемое положением о том что бытие есть то же самое что ничто представляется стало быть как второе абсолютное начало как переход стоящий отдельно и внешне примыкающий к бытию,0
185,бытие вообще не было бы абсолютным началом если бы у него была какаянибудь определенность оно тогда зависело бы от иного и не было бы непосредственным не было бы началом если же оно неопределенно и тем самым есть истинное начало то у него и нет ничего такого с помощью чего оно переходило бы в иное оно в то же время есть и конец столь же мало может чтолибо вырваться из него как и ворваться в него у парменида как и у спинозы нет продвижения от бытия или абсолютной субстанции к отрицательному конечному,0
186,если же всетаки совершается такое продвижение что исходя из бытия лишенного соотношений и стало быть лишенного продвижения можно как мы заметили осуществить только внешне то это движение есть второе новое начало так у фихте его абсолютнейшее безусловное основоположение а не а есть полагание второе основоположение противополагание это второе основоположение согласно фихте отчасти обусловлено отчасти безусловно оно следовательно есть противоречие внутри себя,0
187,это продвижение внешней рефлексии которое снова так же отрицает то с чего оно начинает как с чегото абсолютного противополагание есть отрицание первого тождества как тотчас же определенно делает свое второе безусловное обусловленным но если бы здесь поступательное движение т е снятие первого начала было вообще правомерно то в самом этом первом должна была бы заключаться возможность соотнесения с ним некоего иного оно стало быть должно было бы быть чемто определенным однако бытие или даже абсолютная субстанция не выдает себя за таковое,0
188,напротив оно есть непосредственное еще всецело неопределенное самые красноречивые быть может забытые описания причины того почему невозможно от некоторой абстракции прийти к чемуто дальнейшему и к их объединению дает якоби в интересах своей полемики с кантовским априорным синтезом самосознания в своей статье о предпринятой критицизмом попытке довести разум до рассудка jac,0
189,werke iii bd он ставит стр задачу так что требуется в чемто чистом будь то чистое сознание чистое пространство или чистое время обнаружить возникновение или порождение некоего синтеза,0
190,пространство есть одно время есть одно сознание есть одно скажите же каким образом какоелибо из этих трех одно в самом себе в своей чистоте приобретает характер многообразия каждое из них есть лишь нечто одно и не есть никакое иное одинаковость einerleiheit этот эта это в их тождестве eine derdiedasselbigkeit без того что присуще этому этой этому ohne derheit dieheit dasheit ибо оно еще дремлет вместе с этот эта это в бесконечности о неопределенного из которой еще только должно произойти все и всякое определенное чем вносится конечность в эти три бесконечности,0
191,что оплодотворяет a priori пространство и время числом и мерой и превращает их в нечто чистое многообразное что приводит в колебание чистую спонтанность я ich каким образом его чистая гласная получает согласную или лучше сказать каким образом приостанавливается прерывая само себя его беззвучное непрерывное дуновение чтобы приобрести по крайней мере некоторый род гласной некоторое ударение,0
192,как видно якоби очень определенно признавал абсурдность unwesen абстракции будь она так называемое абсолютное т е лишь абстрактное пространство или такое же время или такое же чистое сознание я он настаивает на этом чтобы доказать что продвижение к иному к условию синтеза и к самому синтезу невозможно этот интересующий нас синтез не следует понимать как связь внешне уже имеющихся определении отчасти дело идет о порождении некоторого второго присоединяющегося к некоторому первому о порождении некоторого определенного присоединяющегося к неопределенному первоначальному отчасти же об имманентном синтезе синтезе a priori о всебеидлясебясущем единстве различных моментов,0
193,становление и есть имманентный синтез бытия и ничто но так как синтезу ближе всего по смыслу внешнее сведение вместе определений находящихся во внешнем отношении друг к другу то справедливо перестали пользоваться названиями синтез синтетическое единство якоби спрашивает каким образом чистая гласная я получает согласную что вносит определенность в неопределенность,0
194,на вопрос что было бы нетрудно ответить и кант посвоему дал ответ на этот вопрос а вопрос как,0
195,означает каким способом по каким отношениям и т п и требует стало быть указать некоторую особую категорию но о способе о рассудочных категориях здесь не может быть и речи вопрос как сам представляет собой одну из дурных манер рефлексии которая спрашивает о постижимости но при этом берет предпосылкой свои застывшие категории и тем самым знает наперед что она вооружена против ответа на то о чем она спрашивает,0
196,более высокого смысла заключенного в вопросе о необходимости синтеза он не имеет также и у якоби ибо последний как сказано крепко держится за абстракции защищая утверждение о невозможности синтеза с особенной наглядностью он описывает стр процедуру посредством которой достигают абстракции пространства,0
197,я должен на столь долгое время стараться начисто забыть что я когдалибо чтонибудь видел слышал к чемулибо прикасался причем я определенно не должен делать исключения и для самого себя я должен начисто начисто начисто забыть всякое движение и это последнее забвение я должен осуществить самым старательным образом именно потому что оно всего труднее и все вообще я должен всецело и полностью удалить как я его уже мысленно устранил и ничего не должен сохранить кроме одного лишь насильственно остановленного созерцания одного лишь бесконечного неизменного пространства,0
198,я поэтому не вправе снова в него мысленно включать самого себя как нечто отличное от него и однако связанное с ним я не вправе просто давать себя окружить и проникнуться им а должен полностью перейти в него стать с ним единым превратиться в него я не должен ничего оставить от себя кроме самого этого моего созерцания чтобы рассматривать это созерцание как истинно самостоятельное независимое единое и единственное представление при такой совершенно абстрактной чистоте непрерывности т е при этой неопределенности и пустоте представления безразлично будем ли мы называть эту абстракцию пространством чистым созерцанием или чистым мышлением все это то же самое что индус называет брамой когда он оставаясь внешне неподвижным и не побуждаемым никакими ощущениями представлениями фантазиями вожделениями и т д годами смотрит лишь на кончик своего носа и лишь говорит внутренне в себе ом ом ом или вообще ничего не говорит это заглушенное пустое сознание понимаемое как сознание есть бытие,0
199,в этой пустоте говорит далее якоби с ним происходит противоположное тому что должно было бы произойти с ним согласно уверению канта он ощущает себя не какимто множественным и многообразным а наоборот единым без всякой множественности без всякого многообразия более того я сама невозможность уничтожение всякого многообразного и множественного исходя из своей чистой совершенно простой и неизменной сущности я не в состоянии хоть чтонибудь восстановить или вызвать в себе как призрак таким образом в этой чистоте все внеположное и рядоположное всякое покоящееся на нем многообразие и множественность обнаруживаются как чистая невозможность стр эта невозможность есть не что иное как тавтология она означает что я упорно держусь абстрактного единства и исключаю всякую множественность и всякое многообразие пребываю в том что лишено различий и неопределенно и отвращаю свой взор от всего различенного и определенного,0
200,в такую же абстракцию якоби превращает кантовский априорный синтез самосознания т е деятельность этого единства состоящую в том что оно расщепляет себя и в этом расщеплении сохраняет само себя этот синтез в себе первоначальное суждение он односторонне превращает стр в связку в себе словечко есть есть есть без начала и конца и без что кто и какие,0
201,это продолжающееся до бесконечности повторение повторения единственное занятие функция и произведение наичистейшего синтеза сам синтез есть само голое чистое абсолютное повторение или в самом деле так как в нем нет никакого перерыва absatz т е никакого отрицания различения то он не повторение а только неразличенное простое бытие но есть ли это еще синтез если якоби опускает как раз то благодаря чему единство есть синтетическое единство,0
202,если якоби так укрепился в абсолютном т е абстрактном пространстве времени а также сознании то прежде всего следует сказать что он таким образом обитает и удерживается в чемто эмпирически ложном нет т е эмпирически не существует такого пространства и времени которые были бы чемто неограниченно пространственным и временным которые не были бы в своей непрерывности наполнены многообразно ограниченным наличным бытием и изменением так что эти границы и изменения нераздельно и неотделимо принадлежат пространственности и временности и точно так же сознание наполнено определенными чувствами представлениями желаниями и т д оно существует нераздельно от какого бы то ни было особого содержания,0
203,эмпирический переход и без того понятен сам собой сознание может правда сделать своим предметом и содержанием пустое пространство пустое время и само пустое сознание или чистое бытие но оно на этом не останавливается и не только выходит но вырывается из такой пустоты устремляясь к лучшему т е к какимто образом более конкретному содержанию и как бы плохо ни было в остальном то или иное содержание оно постольку лучше и истиннее именно такого рода содержание есть синтетическое содержание вообще синтетическое в более всеобщем смысле так пармениду приходится иметь дело с видимостью и мнением с противоположностью бытия и истины так же спинозе с атрибутами модусами протяжением движением рассудком волей и т д синтез содержит и показывает неистинность указанных выше абстракций в нем они находятся в единстве со своим иным следовательно даны не как сами по себе существующие не как абсолютные а всецело как относительные но речь идет не о показывании эмпирической ничтожности пустого пространства и т д сознание может конечно путем абстрагирования наполнить себя и таким неопределенным содержанием и фиксированные абстракции это мысли о чистом пространстве чистом времени чистом сознании чистом бытии,0
204,должна быть показана ничтожность мысли о чистом пространстве и т д т е ничтожность чистого пространства самого по себе и т д т е должно быть показано что оно как таковое уже есть своя противоположность что в него самого уже проникла его противоположность что оно уже само по себе есть совершившийся выход das herausgegangensein из самого себя определенность но это происходит непосредственно в них же они как подробно описывает якоби суть результаты абстракции ясно определены как неопределенное которое если обратиться к его простейшей форме есть бытие,0
205,но именно эта неопределенность и есть то что составляет его определенность ибо неопределенность противоположна определенности она стало быть как противоположное сама есть определенное или отрицательное и притом чистое совершенно абстрактное отрицательное этато неопределенность или абстрактное отрицание которое бытие имеет таким образом в самом себе и есть то что высказывает и внешняя и внутренняя рефлексия приравнивая бытие к ничто объявляя его пустым порождением мысли ничем или можно это выразить иначе так как бытие есть то что лишено определений то оно не утвердительная определенность которая оно есть не бытие а ничто,0
206,в чистой рефлексии начала каковым в этой логике является бытие как таковое переход еще скрыт так как бытие положено лишь как непосредственное то ничто выступает в нем наружу лишь непосредственно но все последующие определения как например наличное бытие более конкретны в последнем уже положено то что содержит и порождает противоречие указанных выше абстракций а потому и их переход,0
207,напоминание о том что бытие как указанное простое непосредственное есть результат полной абстракции и стало быть уже потому абстрактная отрицательность ничто это напоминание оставлено за порогом науки которая в своих пределах особенно в разделе о сущности изобразит эту одностороннюю непосредственность как нечто опосредствованное где положено бытие как существование а также основание то что опосредствует это бытие с помощью этого напоминания можно представить или даже как это называют объяснить и сделать постижимым переход бытия в ничто как нечто даже легкое и тривиальное бытие сделанное нами началом науки есть разумеется ничто ибо абстрагироваться можно от всего а когда мы от всего абстрагировались остается ничто но можно продолжить тем самым начало здесь не нечто утвердительное не бытие а как раз ничто и ничто оказывается в таком случае и концом оно оказывается этим концом в такой же мере как непосредственное бытие и даже в еще большей мере чем последнее,0
